ENSG,Pathway,pathways_grouped,PathwayGroup,Gene_name
ENSG00000141873,Transport reactions,Transport reactions,Transport,SLC39A3
ENSG00000141934,Transport reactions,Transport reactions,Transport,PLPP2
ENSG00000142319,Transport reactions,Transport reactions,Transport,SLC6A3
ENSG00000142494,Transport reactions,Transport reactions,Transport,SLC47A1
ENSG00000142583,Transport reactions,Transport reactions,Transport,SLC2A5
ENSG00000142798,Transport reactions,Transport reactions,Transport,HSPG2
ENSG00000143036,Transport reactions,Transport reactions,Transport,SLC44A3
ENSG00000143153,Transport reactions,Transport reactions,Transport,ATP1B1
ENSG00000143156,Transport reactions,Transport reactions,Transport,NME7
ENSG00000143158,Transport reactions,Transport reactions,Transport,MPC2
ENSG00000143344,Transport reactions,Transport reactions,Transport,RGL1
ENSG00000143515,Transport reactions,Transport reactions,Transport,ATP8B2
ENSG00000143552,Transport reactions,Transport reactions,Transport,NUP210L
ENSG00000143554,Transport reactions,Transport reactions,Transport,SLC27A3
ENSG00000143570,Transport reactions,Transport reactions,Transport,SLC39A1
ENSG00000143595,Transport reactions,Transport reactions,Transport,AQP10
ENSG00000143727,Transport reactions,Transport reactions,Transport,ACP1
ENSG00000143797,Transport reactions,Transport reactions,Transport,MBOAT2
ENSG00000143882,Transport reactions,Transport reactions,Transport,ATP6V1C2
ENSG00000143921,Transport reactions,Transport reactions,Transport,ABCG8
ENSG00000144136,Transport reactions,Transport reactions,Transport,SLC20A1
ENSG00000144290,Transport reactions,Transport reactions,Transport,SLC4A10
ENSG00000144659,Transport reactions,Transport reactions,Transport,SLC25A38
ENSG00000144741,Transport reactions,Transport reactions,Transport,SLC25A26
ENSG00000145217,Transport reactions,Transport reactions,Transport,SLC26A1
ENSG00000145283,Transport reactions,Transport reactions,Transport,SLC10A6
ENSG00000145384,Transport reactions,Transport reactions,Transport,FABP2
ENSG00000146039,Transport reactions,Transport reactions,Transport,SLC17A4
ENSG00000146072,Transport reactions,Transport reactions,Transport,TNFRSF21
ENSG00000146411,Transport reactions,Transport reactions,Transport,SLC2A12
ENSG00000146426,Transport reactions,Transport reactions,Transport,TIAM2
ENSG00000146477,Transport reactions,Transport reactions,Transport,SLC22A3
ENSG00000146648,Transport reactions,Transport reactions,Transport,EGFR
ENSG00000147003,Transport reactions,Transport reactions,Transport,CLTRN
ENSG00000147100,Transport reactions,Transport reactions,Transport,SLC16A2
ENSG00000147416,Transport reactions,Transport reactions,Transport,ATP6V1B2
ENSG00000147454,Transport reactions,Transport reactions,Transport,SLC25A37
ENSG00000147606,Transport reactions,Transport reactions,Transport,SLC26A7
ENSG00000147614,Transport reactions,Transport reactions,Transport,ATP6V0D2
ENSG00000147804,Transport reactions,Transport reactions,Transport,SLC39A4
ENSG00000147872,Transport reactions,Transport reactions,Transport,PLIN2
ENSG00000148942,Transport reactions,Transport reactions,Transport,SLC5A12
ENSG00000149150,Transport reactions,Transport reactions,Transport,SLC43A1
ENSG00000149452,Transport reactions,Transport reactions,Transport,SLC22A8
ENSG00000149485,Transport reactions,Transport reactions,Transport,FADS1
ENSG00000150540,Transport reactions,Transport reactions,Transport,HNMT
ENSG00000150656,Transport reactions,Transport reactions,Transport,CNDP1
ENSG00000151012,Transport reactions,Transport reactions,Transport,SLC7A11
ENSG00000151093,Transport reactions,Transport reactions,Transport,OXSM
ENSG00000151229,Transport reactions,Transport reactions,Transport,SLC2A13
ENSG00000151418,Transport reactions,Transport reactions,Transport,ATP6V1G3
ENSG00000151611,Transport reactions,Transport reactions,Transport,MMAA
ENSG00000151726,Transport reactions,Transport reactions,Transport,ACSL1
ENSG00000151729,Transport reactions,Transport reactions,Transport,SLC25A4
ENSG00000152683,Transport reactions,Transport reactions,Transport,SLC30A6
ENSG00000152779,Transport reactions,Transport reactions,Transport,SLC16A12
ENSG00000153201,Transport reactions,Transport reactions,Transport,RANBP2
ENSG00000153207,Transport reactions,Transport reactions,Transport,AHCTF1
ENSG00000153291,Transport reactions,Transport reactions,Transport,SLC25A27
ENSG00000154025,Transport reactions,Transport reactions,Transport,SLC5A10
ENSG00000155085,Transport reactions,Transport reactions,Transport,AK9
ENSG00000155097,Transport reactions,Transport reactions,Transport,ATP6V1C1
ENSG00000155287,Transport reactions,Transport reactions,Transport,SLC25A28
ENSG00000155368,Transport reactions,Transport reactions,Transport,DBI
ENSG00000155380,Transport reactions,Transport reactions,Transport,SLC16A1
ENSG00000155465,Transport reactions,Transport reactions,Transport,SLC7A7
ENSG00000155561,Transport reactions,Transport reactions,Transport,NUP205
ENSG00000155850,Transport reactions,Transport reactions,Transport,SLC26A2
ENSG00000155886,Transport reactions,Transport reactions,Transport,SLC24A2
ENSG00000156096,Transport reactions,Transport reactions,Transport,UGT2B4
ENSG00000156222,Transport reactions,Transport reactions,Transport,SLC28A1
ENSG00000157020,Transport reactions,Transport reactions,Transport,SEC13
ENSG00000157087,Transport reactions,Transport reactions,Transport,ATP2B2
ENSG00000157103,Transport reactions,Transport reactions,Transport,SLC6A1
ENSG00000157184,Transport reactions,Transport reactions,Transport,CPT2
ENSG00000157349,Transport reactions,Transport reactions,Transport,DDX19B
ENSG00000157593,Transport reactions,Transport reactions,Transport,SLC35B2
ENSG00000157765,Transport reactions,Transport reactions,Transport,SLC34A2
ENSG00000158296,Transport reactions,Transport reactions,Transport,SLC13A3
ENSG00000158623,Transport reactions,Transport reactions,Transport,COPG2
ENSG00000158865,Transport reactions,Transport reactions,Transport,SLC5A11
ENSG00000158874,Transport reactions,Transport reactions,Transport,APOA2
ENSG00000159593,Transport reactions,Transport reactions,Transport,NAE1
ENSG00000159720,Transport reactions,Transport reactions,Transport,ATP6V0D1
ENSG00000160179,Transport reactions,Transport reactions,Transport,ABCG1
ENSG00000160190,Transport reactions,Transport reactions,Transport,SLC37A1
ENSG00000160216,Transport reactions,Transport reactions,Transport,AGPAT3
ENSG00000160326,Transport reactions,Transport reactions,Transport,SLC2A6
ENSG00000161533,Transport reactions,Transport reactions,Transport,ACOX1
ENSG00000161798,Transport reactions,Transport reactions,Transport,AQP5
ENSG00000162383,Transport reactions,Transport reactions,Transport,SLC1A7
ENSG00000162407,Transport reactions,Transport reactions,Transport,PLPP3
ENSG00000162695,Transport reactions,Transport reactions,Transport,SLC30A7
ENSG00000163002,Transport reactions,Transport reactions,Transport,NUP35
ENSG00000163082,Transport reactions,Transport reactions,Transport,SGPP2
ENSG00000163295,Transport reactions,Transport reactions,Transport,ALPI
ENSG00000163393,Transport reactions,Transport reactions,Transport,SLC22A15
ENSG00000163399,Transport reactions,Transport reactions,Transport,ATP1A1
ENSG00000163406,Transport reactions,Transport reactions,Transport,SLC15A2
ENSG00000163581,Transport reactions,Transport reactions,Transport,SLC2A2
ENSG00000163586,Transport reactions,Transport reactions,Transport,FABP1
ENSG00000163590,Transport reactions,Transport reactions,Transport,PPM1L
ENSG00000163686,Transport reactions,Transport reactions,Transport,ABHD6
ENSG00000163817,Transport reactions,Transport reactions,Transport,SLC6A20
ENSG00000163959,Transport reactions,Transport reactions,Transport,SLC51A
ENSG00000164363,Transport reactions,Transport reactions,Transport,SLC6A18
ENSG00000164414,Transport reactions,Transport reactions,Transport,SLC35A1
ENSG00000164434,Transport reactions,Transport reactions,Transport,FABP7
ENSG00000164466,Transport reactions,Transport reactions,Transport,SFXN1
ENSG00000164535,Transport reactions,Transport reactions,Transport,DAGLB
ENSG00000164638,Transport reactions,Transport reactions,Transport,SLC29A4
ENSG00000164687,Transport reactions,Transport reactions,Transport,FABP5
ENSG00000164707,Transport reactions,Transport reactions,Transport,SLC13A4
ENSG00000164879,Transport reactions,Transport reactions,Transport,CA3
ENSG00000164889,Transport reactions,Transport reactions,Transport,SLC4A2
ENSG00000164933,Transport reactions,Transport reactions,Transport,SLC25A32
ENSG00000165029,Transport reactions,Transport reactions,Transport,ABCA1
ENSG00000165269,Transport reactions,Transport reactions,Transport,AQP7
ENSG00000165272,Transport reactions,Transport reactions,Transport,AQP3
ENSG00000165349,Transport reactions,Transport reactions,Transport,SLC7A3
ENSG00000165449,Transport reactions,Transport reactions,Transport,SLC16A9
ENSG00000165457,Transport reactions,Transport reactions,Transport,FOLR2
ENSG00000165646,Transport reactions,Transport reactions,Transport,SLC18A2
ENSG00000165794,Transport reactions,Transport reactions,Transport,SLC39A2
ENSG00000165970,Transport reactions,Transport reactions,Transport,SLC6A5
ENSG00000166126,Transport reactions,Transport reactions,Transport,AMN
ENSG00000166340,Transport reactions,Transport reactions,Transport,TPP1
ENSG00000166747,Transport reactions,Transport reactions,Transport,AP1G1
ENSG00000166819,Transport reactions,Transport reactions,Transport,PLIN1
ENSG00000166821,Transport reactions,Transport reactions,Transport,PEX11A
ENSG00000167114,Transport reactions,Transport reactions,Transport,SLC27A4
ENSG00000167306,Transport reactions,Transport reactions,Transport,MYO5B
ENSG00000167315,Transport reactions,Transport reactions,Transport,ACAA2
ENSG00000167434,Transport reactions,Transport reactions,Transport,CA4
ENSG00000167580,Transport reactions,Transport reactions,Transport,AQP2
ENSG00000167588,Transport reactions,Transport reactions,Transport,GPD1
ENSG00000167703,Transport reactions,Transport reactions,Transport,SLC43A2
ENSG00000167772,Transport reactions,Transport reactions,Transport,ANGPTL4
ENSG00000167972,Transport reactions,Transport reactions,Transport,ABCA3
ENSG00000168003,Transport reactions,Transport reactions,Transport,SLC3A2
ENSG00000168065,Transport reactions,Transport reactions,Transport,SLC22A11
ENSG00000168575,Transport reactions,Transport reactions,Transport,SLC20A2
ENSG00000168679,Transport reactions,Transport reactions,Transport,SLC16A4
ENSG00000168748,Transport reactions,Transport reactions,Transport,CA7
ENSG00000169100,Transport reactions,Transport reactions,Transport,SLC25A6
ENSG00000169180,Transport reactions,Transport reactions,Transport,XPO6
ENSG00000169239,Transport reactions,Transport reactions,Transport,CA5B
ENSG00000169359,Transport reactions,Transport reactions,Transport,SLC33A1
ENSG00000169710,Transport reactions,Transport reactions,Transport,FASN
ENSG00000170190,Transport reactions,Transport reactions,Transport,SLC16A5
ENSG00000170231,Transport reactions,Transport reactions,Transport,FABP6
ENSG00000170323,Transport reactions,Transport reactions,Transport,FABP4
ENSG00000170385,Transport reactions,Transport reactions,Transport,SLC30A1
ENSG00000170482,Transport reactions,Transport reactions,Transport,SLC23A1
ENSG00000170485,Transport reactions,Transport reactions,Transport,NPAS2
ENSG00000170522,Transport reactions,Transport reactions,Transport,ELOVL6
ENSG00000170961,Transport reactions,Transport reactions,Transport,HAS2
ENSG00000171320,Transport reactions,Transport reactions,Transport,ESCO2
ENSG00000171885,Transport reactions,Transport reactions,Transport,AQP4
ENSG00000172113,Transport reactions,Transport reactions,Transport,NME6
ENSG00000172940,Transport reactions,Transport reactions,Transport,SLC22A13
ENSG00000173208,Transport reactions,Transport reactions,Transport,ABCD2
ENSG00000173262,Transport reactions,Transport reactions,Transport,SLC2A14
ENSG00000173638,Transport reactions,Transport reactions,Transport,SLC19A1
ENSG00000174327,Transport reactions,Transport reactions,Transport,SLC16A13
ENSG00000174358,Transport reactions,Transport reactions,Transport,SLC6A19
ENSG00000174437,Transport reactions,Transport reactions,Transport,ATP2A2
ENSG00000174502,Transport reactions,Transport reactions,Transport,SLC26A9
ENSG00000174640,Transport reactions,Transport reactions,Transport,SLCO2A1
ENSG00000174669,Transport reactions,Transport reactions,Transport,SLC29A2
ENSG00000174990,Transport reactions,Transport reactions,Transport,CA5A
